line1_id,line2_id,char1_id,movie_id,char1_name,line1_text,char2_id,char2_name,line2_text,movie_title,movie_year,imdb_rating,imdb_votes,genres,persona_cluster
L110808,L110809,u4249,m283,SAM,Uh ...,u4245,MRS BUTTLE,He hadn't done anything ... He was good ... What have you done with his body?,,,,,,1
L664302,L664303,u9006,m614,LOGAN,Who?,u9010,XAVIER,"A very powerful mutant who for some reason has taken an interest in you. I'm not sure why, but until we find out, I must ask you to stay.",,,,,,1
L261974,L261975,u5744,m380,FREDERICK,Hmm?,u5749,LEE,...you're such a puzzle.  So sweet with me and so...contemptuous of everyone else.,,,,,,1
L461694,L461695,u2575,m167,LISA,Do you like it?,u2574,JEFF,"Well, -- if there was one less thread this way --  -- and two less that way --  -- I might give up bachelorhood.",,,,,,1
L15218,L15219,u3574,m235,RINGO,Well ...,u3571,NORM,"When I tell you to stay put, stay put.",,,,,,1
L463074,L463075,u7237,m488,KITTLE,"Well, sir...",u7236,D.A. RAVICH,No.  Don't open your mouth!  You <U>honestly</U> think you can explain this to my satisfaction?,,,,,,1
L148559,L148560,u728,m46,JACK,Absolutely not.,u730,JANI,Toss you for it.,,,,,,1
L145840,L145841,u4653,m308,RUTH,What about this one?,u4646,LETTY,You look beautiful.,,,,,,1
L44845,L44846,u354,m21,MILO,Cool!,u349,GARY,Would you like a Coke or something?,,,,,,1
L616056,L616057,u8475,m575,SALLY,A little.,u8467,BRETT,Sorry.,,,,,,1
L284224,L284225,u1363,m90,HARTMAN,What?,u1368,MAYOR,"Shoot to kill, I said.",,,,,,1
L337923,L337924,u6220,m416,JOANNA,Yes.  Very much.,u6218,GRESSEN,And yet you chose to leave him?,,,,,,1
L322337,L322338,u6098,m404,MIKE,Sure.,u6103,SEAN,"No, really.  I've never met anyone like her before.  This is it.",,,,,,1
L195587,L195588,u879,m57,COOPER,Time to play Spam in the can.,u884,MILLER,"Don't start with me, Cooper.",,,,,,1
L420807,L420808,u2340,m150,NIXON,Why not?,u2325,EHRLICHMAN,Is the war worth it?  Is it worth a one-term presidency?  Because I think right now that's what we're looking at.,,,,,,1
L364896,L364897,u1971,m128,MALCOLM,What?,u1966,GREGORY,"""His greatest greatness.""",,,,,,1
L500204,L500205,u7580,m512,JULIET,Don't.,u7574,ALEX,Don't look?,,,,,,1
L92025,L92026,u4091,m273,COTTER,"Okay, a blur.",u4092,DOMINI,"Can you zoom it or something, make it real close, real big?",,,,,,1
L236660,L236661,u1094,m72,ENID,What are you talking about?,u1106,REBECCA,That's who people want to rent to. It's a known fact that it's way easier to get a job and everything if you're rich... All we have to do is buy a few semi-expensive outfits and act like it's no big deal... it'll be fun.,,,,,,1
L569386,L569387,u3135,m205,PERSONNEL OFFICER,Age?,u3139,TRAVIS,Twenty-six.,,,,,,1
L481815,L481816,u7399,m500,RAMÓN,No.,u7394,ESPERANZA,Ramón -- you can't.,,,,,,1
L633600,L633601,u8683,m589,BOBBY,Hey.,u8685,DARRELL,"Hey, your ... what the hell happened to you?",,,,,,1
L51127,L51128,u3787,m249,SIMON,"No, I didn't.",u3784,MELVIN,Do you like to be interrupt when you are danging around in your little garden?,,,,,,1
L310682,L310683,u1552,m103,SHAPELEY,Huh?,u1548,PETER,There's a seat over there for you.,,,,,,1
L120882,L120883,u4331,m289,ACE,"That's right, yeah.",u4359,NICKY,"A week ago it was my business, now it's none of my business. In other words, when you need me to take care of somethin' for you, then you need me.",,,,,,1
L236250,L236251,u1088,m71,GREER,What?,u1087,EPPS,Nothing. Let's get outa here.,,,,,,1
L280053,L280054,u1323,m88,ROB,Right.  Why?,u1314,CAROLINE,"Well, I used to go to the Dodger on your nights, and I saw you're doing it again and that your putting out a record, and it's sort of a then-and- now story against the backdrop of the Chicago music scene with the emphasis on now.",,,,,,1
L501957,L501958,u7594,m513,JILL,Yes.,u7588,GEORGE,"Well, did you get a job out of it at least?",,,,,,1
L524514,L524515,u7770,m525,STAN,Yeah!,u7775,WENDY,"This is about freedom of speech, Stan, about censorship.",,,,,,1
L455485,L455486,u2515,m163,DEAN,That's that.,u2511,BARRY,Thank you.,,,,,,1
L552139,L552140,u7926,m536,MAJOR KONG,War.,u7923,LT. QUIFFER,War?,,,,,,1
L130045,L130046,u4477,m296,GITTES,For very long?,u4476,EVELYN,"I don't see anyone for very long, Mr. Gittes.  It's difficult for me. Now I think you know all you need to about me. I didn't want publicity. I didn't want to go into any of this, then or now. Is this all?",,,,,,1
L442279,L442280,u2470,m159,JACK,Why?,u2467,ELIZABETH,"One, because it is a vile drink that turns even the most respectable men into scoundrels. Two --",,,,,,1
L183698,L183699,u5040,m333,SENATOR ALBERT,What are you saying?,u5015,BRILL,Most of this stuff's only available to law enforcement.,,,,,,1
L210831,L210832,u935,m61,HEROINE,Careful.,u926,ADULTERER,"I'm telling you, I don't see a thing --",,,,,,1
L296988,L296989,u5996,m397,PAUL,Fine.,u5984,BEN,Anyone special? You know...,,,,,,1
L95099,L95100,u4136,m276,GEORGE,Figured what out?,u4144,TUNA,"You know how we were wondering what we were going to do for money?  Being how we don't want to get jobs and whatnot? Well, check this out.",,,,,,1
L565010,L565011,u8046,m545,NICOLE,Yes.,u8050,SCHWARTZ,What time in the morning was this?,,,,,,1
L318059,L318060,u1632,m107,DELONGPRE,How many?,u1629,BOEMAN,Bring 'em all. Let's move!,,,,,,1
L143344,L143345,u4602,m304,ELLIE,Hi.,u4605,JOSS,Hi.,,,,,,1
L657852,L657853,u8937,m608,WILLOW,Why?,u8933,RAZIEL,Just do it!,,,,,,1
L160303,L160304,u4810,m320,VET 1,Down.,u4811,VET 2,Down ribbon!,,,,,,1
L269920,L269921,u1255,m83,JAKE,"Yeah, sure.",u1261,MAST,"Listen, pilgrim, you're way out on a limb here. You don't know what you're into.",,,,,,1
L467773,L467774,u7260,m490,JANET,Yes.,u7255,BRAD,Everyone knows Betty's a wonderful little cook.,,,,,,1
L118214,L118215,u646,m41,EVAN,Different? How?,u650,KAYLEIGH,Let me ask you a question. Just a little one that's been gnawing at me for years.,,,,,,1
L94965,L94966,u4121,m275,SANDY,NO.,u4115,JEFFREY,Let's wait for some slow one.,,,,,,1
L427325,L427326,u2408,m154,FOLEY,I know.,u2415,ZACK,"Well, goodbye.",,,,,,1
L381685,L381686,u1906,m125,KAY,This it?,u1907,LAUREL,"Yeah.  Nov I know it looks normal, but watch this.",,,,,,1
L343702,L343703,u1755,m116,BEN,You what?,u1758,SERA,I sometimes fade out.,,,,,,1
L359590,L359591,u6410,m427,MONICA,Yeah.,u6413,QUINCY,"Yeah, the DJ's kinda whack, though.  So who is this clown?",,,,,,1
L355771,L355772,u1867,m123,AL,What do you mean by that?,u1877,FRED,How I remember them. Not necessarily the way they happened.,,,,,,1
L508565,L508566,u7635,m516,MARY ROBERT,What?,u7628,CHRISTY,"Mary Robert, I've watched you.  You never really sing.  You whisper. Nothing comes out.",,,,,,1
L113595,L113596,u4281,m285,TOM,Yes.,u4268,AARON,There are only ten.,,,,,,1
L260476,L260477,u5719,m378,RACHEL,Had enough?,u5712,JAMIE,No way! Halloween's great. Can we stay out all night?,,,,,,1
L562223,L562224,u3075,m201,MACKELWAY,"Yes, sir.",u3077,SALINAS,Got a vehicle?  Head north on 54. When you get to New Mexico you've gone too far.,,,,,,1
L66221,L66222,u479,m29,HARDY,The very same.,u482,OSBORNE,"You do understand that there's absolutely no way I could ever be attracted to you, right?",,,,,,1
L126566,L126567,u4421,m293,REGGIE,Got you.,u4415,DYLE,Did you ever hear the story of the boy who cried wolf?,,,,,,1
L44258,L44259,u3701,m244,ASTRID,So who won?,u3713,SALLY,A triumph.  When did you get here?,,,,,,1
L500073,L500074,u7580,m512,JULIET,No.,u7579,HUGO,"Yes, I mean, who wants to read about another dead priest? It's about some other guy, some guy who's not a priest, who doesn't die. You see, it's better already.",,,,,,1
L83642,L83643,u4043,m268,PAUL,"What, baby?",u4045,SETHE,She left me. She's gone again.,,,,,,1
L612443,L612444,u8416,m571,PTO,What?,u8420,TWA,No one could have imagined anything one-thousandth as fantastic as the sober facts uncovered by patient inquiry.  This world is in a state of static-mobility:  we are at the same time moving and standing still.,,,,,,1
L253400,L253401,u1195,m78,PREYSING,What?,u1188,FLAEMMCHEN,You're a little too fast.,,,,,,1
L405479,L405480,u2215,m143,FURIOUS,Sure.,u2218,MONICA,That was easy.,,,,,,1
L6830,L6831,u103,m6,DINO VELVET,Excellent.,u114,WELLES,Where are the women?,,,,,,1
L262261,L262262,u5737,m380,DAVID,Yeah.,u5735,APRIL,A lot of works.,,,,,,1
L53412,L53413,u3801,m251,CHRIS,Like you?,u3810,KATKA,"No, better than me. You know, I have many friends, you should meet more of them.",,,,,,1
L183082,L183083,u5016,m333,DEAN,Into what?,u5026,JERRY,Your Bellmoth case. The FBI thinks there might be mob ties.,,,,,,1
L407676,L407677,u6817,m454,WAYNE,Yours.,u6808,MICKEY,How 'bout Ted Bundy? Ever do one on him?,,,,,,1
L185397,L185398,u5065,m335,MAC,It's your mistake.,u5064,GIN,The big job.,,,,,,1
L604182,L604183,u3230,m214,ALEXANDER,What happened?,u3233,KALEN,He came back screaming... He never talked about it after that.  I don't think he even got this far.,,,,,,1
L375838,L375839,u6551,m435,JOE,Yes?,u6553,QUINCE,You bet.  I'm king of my Rotisserie League.,,,,,,1
L409782,L409783,u6822,m455,DUFF,Yeah.,u6836,WHITE,Where was that?,,,,,,1
L251127,L251128,u1178,m77,MRS. ROBINSON,No.,u1169,BEN,You have not slept with your husband for five years?,,,,,,1
L484236,L484237,u7437,m503,DIANE,"No, no.",u7442,LLOYD,It sounded like you did.,,,,,,1
L57773,L57774,u380,m23,EMMA,Not that I know of.  Explanation?,u387,STEED,"According to Dr. Darling, you're a psychopathic personality with schizophrenic delusions, suffering from recurring amnesia based on traumatic repression, leading to outbursts of anti-social and violent behavior.  Q.E.D.",,,,,,1
L46642,L46643,u3727,m246,BUD,Who?,u3738,SHELDRAKE,"Loyal, cooperative, resourceful C. C. Baxter.",,,,,,1
L14500,L14501,u3555,m234,MARTHA,Of what?,u3549,AGNES,Of telling you.,,,,,,1
L514070,L514071,u7689,m519,YOUNG MAN,And these?,u7676,AUGGIE,Forty-four. They're on special this week from the Canary Islands. A real bargain.,,,,,,1
L661131,L661132,u3497,m230,GRADY,Yea?,u3505,SARA'S VOICE,"How you choose to live your own life is your business. But you be careful with that boy, Grady. With James. He belongs to somebody else.",,,,,,1
L6579,L6580,u108,m6,MAX,Max.,u114,WELLES,"Well, here's the deal, Max.  This thing I'm on right now has something to do with underground pornography. Stuff that's sold under the counter, illegally...",,,,,,1
L578817,L578818,u8180,m555,MERYL,I don't know--,u8186,TRUMAN,"--you're a nurse, aren't you?",,,,,,1
L351854,L351855,u6299,m422,BACON,What's that?,u6316,SAMOAN JO,"A cocktail, you asked for a cocktail.",,,,,,1
L515209,L515210,u2815,m185,BANDIT,Hey...,u2820,KATE,Enjoy your Kenworth.,,,,,,1
L353886,L353887,u6351,m423,SAM,Nice job.,u6324,BEN,"Male, 40 to 50 years old, five-foot- eleven, chewed tobacco--then we get into the dental records--",,,,,,1
L470468,L470469,u7283,m491,ROCKY,What?,u7280,PAULIE,The story -- what's happenin'?,,,,,,1
L422981,L422982,u6896,m462,ANNA,What do you think?,u6912,WILLIAM,"Gripping.  It's not Jane Austen, it's not Henry James, but it's gripping.",,,,,,1
L82477,L82478,u4020,m267,CRAIG,Hmmm.,u4029,LOTTE,"Some sort of childhood trauma, she thinks. Possible feelings of inadequacy as a chimp. Interesting, huh?",,,,,,1
L362930,L362931,u6434,m428,JIM KURRING,"Yeah, of course.",u6420,CLAUDIA,I'm really nervous that you're gonna hate me soon.  That you're gonna find stuff out about me and you're gonna hate me --,,,,,,1
L863,L864,u2,m0,CAMERON,What crap?,u0,BIANCA,"Me.  This endless ...blonde babble. I'm like, boring myself.",,,,,,1
L30024,L30025,u266,m16,VOGLER,Is it true?,u257,OLD SALIERI,Do you believe it?,,,,,,1
L508029,L508030,u7628,m516,CHRISTY,Oh my!,u7639,RONELLES,"What is it, Betty?",,,,,,1
L167283,L167284,u4866,m324,SONNY,What are you talking about?,u4857,LEON,What do you mean... what am I talking about?  Do you realize that you say that to me every day of your life?  I am dying.  Do you know... do you realize the death that you are spreading around to the people who are around you?,,,,,,1
L536477,L536478,u2988,m195,WORF,Sir?,u2980,PICARD,"Hmm? Oh, it's just something my mother used to...",,,,,,1
L448351,L448352,u2502,m162,DAVID,Look ...,u2503,DICK VAN DYKE,"It was a gift Bud. It was so special. You liked these things as much as I did, remember: Warm smells in the family kitchen? A smile from a stranger? You know how rare that is?",,,,,,1
L270126,L270127,u1272,m84,HAROLD,Yes.,u1273,MAUDE,"Oh, so do I. They're such fun, aren't they? It's all change. All revolving. Burials and births. The end to the beginning and the beginning to the end -  - the great circle of life. My, this old thing handles well. Ever drive a hearse, Harold?",,,,,,1
L250604,L250605,u1169,m77,BEN,What for?,u1178,MRS. ROBINSON,Because I don't feel safe until I get the lights on.,,,,,,1
L5964,L5965,u84,m5,KORBEN,Uh...,u85,LEELOO,...Hoppi-hoppa.,,,,,,1
L647953,L647954,u8867,m601,NORMAN,It's today?,u8859,CLAIRE,Yep.,,,,,,1
L42553,L42554,u3681,m243,ALVY,"Well, why not?",u3680,ALLISON,"Yeah, Earl Warren?",,,,,,1
L470389,L470390,u7264,m491,ADRIAN,Yes.,u7283,ROCKY,It did.,,,,,,1
L282638,L282639,u1326,m89,BRENNA,Don't.,u1351,TAUPIN,"Come here, Brenna.",,,,,,1
L13999,L14000,u3555,m234,MARTHA,What's your opinion?,u3557,MOTHER MIRIAM,I believe Agnes is different.,,,,,,1
L521023,L521024,u7722,m522,SUGAR,Anything wrong?,u7712,JERRY,"No, no.",,,,,,1
L360155,L360156,u6410,m427,MONICA,You're serious.,u6413,QUINCY,"Seems like I needed a ball when I was trying to be like my pops...or trying to be better than him.  Now, I kinda think I need to try something else.",,,,,,1
L600500,L600501,u3277,m217,MARY,What?,u3273,HEALY,"No, forget it, it was stupid.",,,,,,1
L503208,L503209,u2701,m176,JANINE,Hi.,u2696,BETTS,Hi. Want a drink?,,,,,,1
L128601,L128602,u4460,m295,MASON,Oh...,u4460,MASON,"...easy, easy, easy.",,,,,,1
L253126,L253127,u1198,m78,SENF,For me?,u1186,CLERK,No -- Madam Grusinskaya's car is not to be brought.,,,,,,1
L562593,L562594,u3072,m201,KOESSLER,What?,u3073,KULOK,We have another one.,,,,,,1
L354404,L354405,u6322,m423,AMADO,So?,u6347,PILAR,So I'm worried about you. I don't want you to end up in jail like your friends.,,,,,,1
L420919,L420920,u2330,m150,HELMS,And me? ...,u2340,NIXON,"Firing you, Mr. Helms, wouldn't do any good.  Of course you'll continue as DCI.  You're doing a magnificent job.",,,,,,1
L502075,L502076,u7597,m513,LESTER,You really think so?,u7588,GEORGE,Yes I do.,,,,,,1
L10419,L10420,u3520,m232,BUD,Try again.,u3525,LINDSEY,"Deepcore, this is Cab One.  We need assistance, over.  Deepcore, this--",,,,,,1
L615318,L615319,u8447,m574,BODINE,Holy shit.,u8460,LOVETT,Don't drop it Rose.,,,,,,1
L591061,L591062,u3190,m210,ERLICH,Fuck. Me.,u3186,ALEX,What happened to your leg there Officer? Hunting accident?,,,,,,1
L250973,L250974,u1178,m77,MRS. ROBINSON,You what?,u1169,BEN,This is all terribly wrong.,,,,,,1
L295959,L295960,u1413,m94,BERT,Aaaahhhh!,u1416,EDDIE,"Boy, we really gave it to her good.",,,,,,1
L176641,L176642,u4958,m330,CYNTHIA,"Yes, Ed.",u4960,ED,Could we just talk alone for a second? I --,,,,,,1
L354575,L354576,u6337,m423,HOLLIS,Do you?,u6351,SAM,"I think somewhere between Roderick Bledsoe's club and his house, Wade ran into Buddy Deeds. I think Buddy put a bullet in him, waited for him to die, threw him in the trunk of the Sheriff's car and drove him out by the Army post, I think he buried him under four feet of sand and never looked back.",,,,,,1
L627345,L627346,u8624,m585,HELEN,What?,u8623,HARRY,Do you still love your husband?,,,,,,1
L500071,L500072,u7580,m512,JULIET,I see.,u7579,HUGO,"Yeah. Well, maybe I'll change it.",,,,,,1
L65611,L65612,u3865,m256,BARTON,Well I...,u3870,GEISLER,On the Beery picture! Where are we? Wuddya got?,,,,,,1
L587058,L587059,u8259,m561,ENZO,Why?,u8261,JACQUES,... For the mermaids.,,,,,,1
L497528,L497529,u2688,m175,CYNTHIA,Apparently.,u2687,ANN,Did he ask you to take your clothes off?,,,,,,1
L634856,L634857,u8702,m590,MEGAN,Why?,u8697,DAVID,I don't know Megan.,,,,,,1
L294716,L294717,u1404,m93,GABRIELLE,Hmmmph.,u1407,NATHAN,"Gabby, what is it?",,,,,,1
L405188,L405189,u2221,m143,SHOVELER,Sorry.,u2220,RAJA,Be a Mohican.,,,,,,1
L206682,L206683,u901,m59,BRAD,Well... it's true.,u915,STACY,"Maybe you just need to give her some time. She's so nice, Brad. Everybody loves Lisa.",,,,,,1
L545749,L545750,u2904,m191,LA FORGE,No.,u2909,SORAN,What about Guinan? What has she told you about me?,,,,,,1
L151507,L151508,u4729,m314,FRIDA,Like what?,u4737,PETER,You know how moms always tell you to wear clean underwear in case you're in an accident? Well this guy wasn't wearing any underwear.,,,,,,1
L454957,L454958,u2516,m163,ELIZABETH,Are you sure?,u2521,LENA,Yeah.,,,,,,1
L354666,L354667,u6351,m423,SAM,"Yeah, well--",u6326,BUNNY,--they hadn't pulled me off that woman I would have jerked a knot in her.,,,,,,1
L180012,L180013,u838,m53,TREVES,"Yes, I'm well aware of that. But this case is quite exceptional.",u827,CARR,"Oh, is he a friend of yours?",,,,,,1
L360931,L360932,u1940,m127,BOBBY,You fucking nuts?,u1952,RICKY,Work's over. I'm gonna party.,,,,,,1
L515413,L515414,u2815,m185,BANDIT,And?,u2820,KATE,He wasn't. One day I came home and found him taking a shower -- with another girl. And her sister.,,,,,,1
L391950,L391951,u6671,m445,DENNIS,Man!,u6664,ARTHUR,"Man.  I'm sorry.  Old man, What knight live in that castle over there?",,,,,,1
L596306,L596307,u3215,m212,MICHAEL,Sure.,u3213,LUCY,"Does that mean we are, or we aren't?",,,,,,1
L564413,L564414,u8049,m545,SAM,Of course.,u8046,NICOLE,You don't sound like one hundred percent absolutely sure.,,,,,,1
L248623,L248624,u5582,m371,MEMPHIS,I know ...,u5581,KIP,Toby...,,,,,,1
L305189,L305190,u6008,m398,WALTER,That's right.,u6003,FRED,What happened at that signing?,,,,,,1
L148226,L148227,u728,m46,JACK,It's not that.,u729,JACK SR.,"I've set this up for you. Call the Golden Lion and ask for Mr Reynolds, he's the Manager. I don't know him personally, but I've spoken to his boss. Don't say no, Jacko. Give yourself a break.",,,,,,1
L585219,L585220,u8213,m558,CALLOWAY,I see.,u8218,MARTINS,I suppose you don't believe me.,,,,,,1
L637960,L637961,u8743,m593,DR. TOWLER,That's right.,u8740,CONCANNON,And what did your team do...,,,,,,1
L262976,L262977,u5747,m380,HOLLY,Good.,u5746,HANNAH,"Take...take a year.  Take six months.  Whatever you want.  Who knows?  Maybe you'll, maybe you'll be sitting with a good play.",,,,,,1
L26586,L26587,u237,m15,RIPLEY,I don't know.,u231,GORMAN,Proceed inside.,,,,,,1
L334837,L334838,u1685,m111,JENNIE,Thanks.,u1695,TAXI DRIVER,Yeah. Right around the cheeks and chin. Boy did I have a crush on her. She was the first girl I ever put my tongue in her mouth.,,,,,,1
L53353,L53354,u3801,m251,CHRIS,Anything in it?,u3803,DOUG,"No, just crap. I want some picture frames.",,,,,,1
L24364,L24365,u224,m14,SYKES,Tell me.,u218,JETSON,Your mother mates out of season.,,,,,,1
L553878,L553879,u7937,m537,NAZEER,"Oh, it's very complicated, huh?",u7936,JEFF,That's right.,,,,,,1
L445525,L445526,u2485,m161,ANNE,That's ridiculous.,u2495,STEW,Fine!  I don't blame her. I know I'm out of my own crowd. I should have had better sense in the beginning. But I'll stay in my own backyard from now on.,,,,,,1
L225860,L225861,u5408,m359,DEBBIE,What's this?,u5406,CHRIS,Your bed.,,,,,,1
L644510,L644511,u8819,m598,MOSS,"No, I didn't think so.",u8810,BREAN,"Leav't alone.  Wha'd television ever do to you?  Ate your <u>life</u>, ruin'd your <u>Culture</u>, but...",,,,,,1
L353997,L353998,u6353,m423,WADE,I know you?,u6356,YOUNG OTIS,Name's Otis.,,,,,,1
L81325,L81326,u3993,m266,CHANCE,I see.,u3998,EVE,"... I have very few friends, Chauncey... And Benjamin's friends are all quite a bit older...",,,,,,1
L500098,L500099,u7580,m512,JULIET,And that's not the same thing?,u7579,HUGO,"No, but like all novelists, I'm in search of the self.",,,,,,1
L176930,L176931,u4972,m330,SHARI,The what?,u4960,ED,Ray borrowed this whole tub of money against this balloon payment that I don't get if I qu -- it's too complicated. I -- Besides...,,,,,,1
L220103,L220104,u5345,m355,FLETCH,Affirmative.,u5344,FAT SAM,The two surfer boys?,,,,,,1
L375833,L375834,u6552,m435,PARRISH,What do you mean?,u6548,DREW,Like 'Smith' or 'Jones --',,,,,,1
L194965,L194966,u862,m55,MARY,And after that?,u869,STAN,I never saw you together like that again. So I figured I was imagining things.,,,,,,1
L663685,L663686,u8988,m612,RORSCHACH,New information.,u8990,VEIDT,Ever see one of these before?,,,,,,1
L234878,L234879,u5507,m367,CARTER,Definitely.,u5511,EDNA,Will this do?,,,,,,1
L250155,L250156,u5616,m373,SKYLAR,No.,u5621,WILL,"C'mon, give me a peek and we'll go to the battin' cages.",,,,,,1
L333864,L333865,u1672,m110,BRIAN,Who?,u1675,EARLY,Henry Lucas.,,,,,,1
L262276,L262277,u5735,m380,APRIL,"Well, wait.  You know what?  I know.",u5747,HOLLY,Uh...,,,,,,1
L610060,L610061,u8409,m570,JAEGER,Sorry.,u8408,EPPS,Damn.,,,,,,1
L533066,L533067,u2895,m190,STOSH,Yeah?,u2890,MARKO,"Give this to Joey, will you?",,,,,,1
L575493,L575494,u8146,m553,CREIGHTON,Sure.,u8150,ED,"What's involved, aside from putting up the money? What're you looking for the partner to do?",,,,,,1
L279483,L279484,u1319,m88,LAURA,I don't know.,u1323,ROB,"Well, if you don't know, there's a chance, right?  It's like, if someone was in the hospital and he was seriously ill and the doctor said, I don't know if he's got a chance of survival or not, then that doesn't mean the patient's definitely going to die, now does it?  It means he might live.  Even if it's only a remote possibility.",,,,,,1
L521506,L521507,u7712,m522,JERRY,No!,u7722,SUGAR,Yes.  He wants me to have supper with him - on his yacht - he's going to pick me up at the pier.,,,,,,1
L179451,L179452,u4979,m331,JIM,Still clear?,u4986,SHERRY,Yep.,,,,,,1
L258875,L258876,u5674,m376,ANNIE,"Yeah, what?",u5682,ROBERT,Take your time.,,,,,,1
L205550,L205551,u5240,m347,JERRY,"Yah, real good.",u5252,VOICE,Dad's here.,,,,,,1
L157042,L157043,u4771,m317,TOBY,What?,u4763,JOHN,We know what's down there. We did the loading' and unloadin' when the stuff came ashore in the early days. A direct hit oughta do more than a few weeks worth o' damage.,,,,,,1
L113284,L113285,u4281,m285,TOM,Yes.  How do you know?,u4272,BUDDY,"My roommate's very social -- somebody from Justice was over and...I always hear things before they happen.  Hey, and from now on, so do you.",,,,,,1
L472627,L472628,u7311,m494,DEIRDRE,You sure about this?,u7314,GREGOR,I'd stake my reputation.,,,,,,1
L97490,L97491,u571,m36,DOROTHY,"Yes, but.",u573,FRANK,"Then, shut up!",,,,,,1
L659713,L659714,u8950,m610,DOROTHY,Um-hmm.,u8959,SCARECROW,Do you think if I went with you this Wizard would give me some brains?,,,,,,1
L197732,L197733,u5138,m341,CHRIS,"Oh, Christ.",u5141,DR. TANNEY,"What we missed in the EEG and the arteriogram could conceivably turn up there. At the least, it would eliminate certain other possibilities.",,,,,,1
L168696,L168697,u781,m50,DR. THURMAN,How so?,u779,DONNIE,Don't you watch the news?,,,,,,1
L275057,L275058,u1306,m87,JULIA,I don't.,u1305,FRANK,So where's the harm?,,,,,,1
L130029,L130030,u4476,m296,EVELYN,Why?,u4477,GITTES,"Look, I do matrimonial work, It's my metiay.  When a wife tells me she's happy her husband is cheating on her it runs contrary to my experience.",,,,,,1
L407984,L407985,u6817,m454,WAYNE,I take it by your answer it was a whole new team?,u6807,MCCLUSKY,"Now that you bring it up, yes. They were different men. I hadn't really thought that much about it. Since many psychiatric opinions are, by a rule, sought out for this kind of situation. What do you think normally happens? The Knoxs are assigned a family psychologist that takes care of them throughout the rest of their lives? The state doesn't work like that.",,,,,,1
L480465,L480466,u7384,m499,SAM,Hello.,u7377,DR. MARCIA FIELDSTONE,"Hello, Sam, this is Dr. Marcia Fieldstone on Network America.",,,,,,1
L482543,L482544,u7413,m501,JIMMY,What's this?,u7410,DANNY,Tem thousand dollars. Everything I could spare.  It's for you.,,,,,,1
L533630,L533631,u2885,m190,DUNBAR,Yeah.,u2894,SEFTON,Who doesn't! Suppose we wait until we hit the Waldorf Astoria.,,,,,,1
