line1_id,line2_id,char1_id,movie_id,char1_name,line1_text,char2_id,char2_name,line2_text,movie_title,movie_year,imdb_rating,imdb_votes,genres,persona_cluster
L423717,L423718,u2368,m152,BALLARD,"GODAMMIT, BETTY!... WHO'S CHLOE?",u2369,BETTY,I'M THROUGH TALKING NOW! GOODBYE!,,,,,,2
L16889,L16890,u162,m11,GIBBS,We checked the manifest. Everyone was accounted for.,u166,KORSHUNOV,A secret service agent. It must be.,,,,,,2
L237480,L237481,u1094,m72,ENID,"What do you mean ""on his way up""!?",u1092,DAD,I just buzzed him in.,,,,,,2
L67964,L67965,u3899,m258,GINA,"Pipe down, Lech. Let him order.",u3903,LESHKO,"You nuts? Let him order? You on his side? You're not such a good waitress. You get out, too.",,,,,,2
L523764,L523765,u7736,m524,CAMILLE'S VOICE OVER,:...THE CHANCE TO SOAR IN THE DIM BLUE AIR ABOVE SMOKE IS TO THEIR...,u7740,DAVID'S IMAGES,:His visit with his father at the County Jail house --,,,,,,2
L457611,L457612,u7209,m485,MAN,Where'd you get the stag hound?,u7206,FLORENCE,He's not a stag hound. His name is Kelly and he's a police dog.,,,,,,2
L269610,L269611,u1255,m83,JAKE,"I don't suppose you've ever seen this girl before either? Her name's Kristen, but I suppose you've never seen her?",u1258,MANAGER,"Why don't you just go outdoors, mister? Cool off.",,,,,,2
L14623,L14624,u3555,m234,MARTHA,"But she is not an enigma Mother. Everything that Agnes has done is explainable from modern psychiatry. One, two, three, right down the line.",u3557,MOTHER MIRIAM,That's what you believe she is?  The sum of her psychological parts?,,,,,,2
L533087,L533088,u2888,m190,HARRY,What do they always say?,u2895,STOSH,That's what I wanna hear.,,,,,,2
L549023,L549024,u7885,m533,RACHEL,Luke was in the shower this morning and Annabelle sort of walked in without knocking.,u7883,JACKIE,I'm sure that didn't upset her. Everyone in our family takes showers.,,,,,,2
L505148,L505149,u2746,m179,GRAHAM,What was the first thing?,u2749,OFFICER PASKI,Some animals around the county exhibiting uncharacteristic behavior. Sometimes violent behavior. Theo Henry had two of his fingers bit off by his cow.,,,,,,2
L27294,L27295,u3592,m237,GUTTIEREZ,One of 'em must have escaped.,u3589,DE VRIES,"That's impossible, man.  This fence is high-tensile.  The breaking tolerance'd stand up to the strain of a rhino, easy. I know, I put it up.",,,,,,2
L562599,L562600,u3064,m201,CANDY,Um... he was older.,u3075,MACKELWAY,Besides that.,,,,,,2
L657364,L657365,u8928,m608,AIRK,I always knew you'd end up in a crow's cage.,u8931,MADMARTIGAN,Least I'm not down there herding sheep!,,,,,,2
L222061,L222062,u955,m62,FRANCES,How did I look?,u956,HARRY,"Oh, you...  ...ennh.",,,,,,2
L602140,L602141,u3226,m213,NAULS,"That thing's too smart to be hiding any more of its clothes, MacReady.",u3225,MACREADY,Just keep looking.,,,,,,2
L255710,L255711,u1213,m79,MYRA,"No no! He never calls the cops, not after we give him the blow-off.",u1215,ROY,Yeah? How?,,,,,,2
L451283,L451284,u7135,m479,KIT,What kind of school?,u7142,VIVIAN,"School, school.  Regular.  I used to get pretty good grades in school, you know.",,,,,,2
L595061,L595062,u3257,m216,HARLAN,What's wrong?,u3266,THELMA,Stop.,,,,,,2
L249920,L249921,u5606,m373,CHUCKIE,Who'd you call?,u5621,WILL,No one. I didn't have the number.,,,,,,2
L625111,L625112,u3344,m222,BURT,"Yeah, still got one poking around.",u3345,EARL,"That's four.  Let us know if it starts moving, Burt.",,,,,,2
L549863,L549864,u7884,m533,LUKE,She called it a fight.  <u>The</u> fight.,u7885,RACHEL,What do you call it?  You told her you had doubts.,,,,,,2
L333891,L333892,u1675,m110,EARLY,"...They never caught that Black Dolya Killer, huh?",u1672,BRIAN,"Dahlia, no.",,,,,,2
L42775,L42776,u3681,m243,ALVY,"Uh, narcolepsy.",u3686,ANNIE,"Narcolepsy, right, right. Right. So, anyway, so...  George, uh, went to the union, see, to get his free turkey, be-because, uh, the union always gave George this big turkey at Christmas time because he was...  shell-shocked, you know what I mean, in the First World War.  Anyway, so, so...  George is standing in line, oh, just a sec... uh, getting his free turkey, but the thing is, he falls asleep and he never wakes up. So, so...  so, he's dead ...  he's dead. Yeah. Oh, dear. Well, terrible, huh, wouldn't you say? I mean, that's pretty unfortunate.",,,,,,2
L412202,L412203,u2253,m145,CRAIG,What's the green stuff poking out?,u2265,ROACH,"That's cron-don, sir.  My mom hates for me to smoke, so she made me bud-brownies. Wanna bite?",,,,,,2
L249049,L249050,u5591,m372,HENRY,"If Paulie finds out, we got problems.",u5592,JIMMY,"Fuck Paulie. If Batts' crew finds we whacked him, we got real problems.",,,,,,2
L66639,L66640,u479,m29,HARDY,"Exactly, someone who's not involved, who's word can't be questioned. You only let them see what you want them to see, you make them believe, so when the time comes, they've totally bought into your version of events.",u482,OSBORNE,They believe the innocent are guilty and the guilty are innocent.,,,,,,2
L23320,L23321,u3579,m236,BROUSSARD,"Hell, we're equipped --",u3584,ROBY,"Hell, no!  We don't know what's down there on that piece of rock!  It might be dangerous!  What we should do is get on the radio to the exploration authorities... and let them deal with it.",,,,,,2
L390229,L390230,u2121,m137,KIMMY,"Oh, Julie...my poor Stu...my poor baby brother...",u2120,JULIE,When'd you get in?,,,,,,2
L221442,L221443,u946,m62,CLURMAN,An actress.,u955,FRANCES,A rich actress.,,,,,,2
L237835,L237836,u1118,m73,SAMUEL,How many cattle?,u1117,REDBEARD,Four should do it.,,,,,,2
L568026,L568027,u8083,m548,EMMI,"But... he only wrote nine, Major.",u8088,STEVE,"I'm kidding, Emmi. What about a record player? You have that, too?",,,,,,2
L197499,L197500,u5151,m341,REGAN,He's nice.,u5138,CHRIS,Oh I bet he is.,,,,,,2
L400125,L400126,u2196,m141,MUMFORD,Who'd you go with?  That's not good.,u2199,SKIP,How'd you do it?  The new you.,,,,,,2
L515538,L515539,u2824,m185,VOICE ONE,"-- Breaker, Breaker. This is Banana Peel.",u2825,VOICE TWO,"-- Yeah, Banana Peel, go head on.",,,,,,2
L311284,L311285,u1543,m103,MAN,ain't got a hat,u1548,PETER,What?,,,,,,2
L569664,L569665,u3129,m205,BETSY,What's wrong?,u3139,TRAVIS,I forgot to get the Coca-Cola.,,,,,,2
L433773,L433774,u6986,m467,MARSHALL,"Remember, pay attention to how she talks about Foley, her tone.  Do it right, she'll tell you things she wouldn't tell Burdon.  Tell her you think he's a nice guy.  No, first tell her about being in the trunk with him, in the dark for half an hour, and see how she takes it.  If she's in on it, what does she get for all the aggravation; cops breathing on her?  I bet nothing.  So she still likes him enough to stick her neck out.  You think that's possible?  What kind of guy is he?",u6983,KAREN,"He's pretty laid back, confident.",,,,,,2
L620826,L620827,u3332,m221,EDGEMAR,"What about the girl?  Brunette, athletic, sleazy and demure; just like you specified.  Is that a coincidence?",u3341,QUAID,She's real.  I dreamed about her before I even went to Rekall.,,,,,,2
L565099,L565100,u8046,m545,NICOLE,What's going to happen to Dolores?,u8049,SAM,I don't know.,,,,,,2
L360291,L360292,u1937,m127,BARTENDER,We have snifters,u1947,HORRACE,Then put my Martel's in a snifter.,,,,,,2
L117245,L117246,u4328,m288,SKIP,Jesus--what's got into Nuke?,u4323,LARRY,I heard he's wearing women's underwear--and he's breathing through his pingala nostril.,,,,,,2
L488396,L488397,u7472,m505,HALLIE,He hates Oliver Stone.,u7468,DEREK,I find his work overwrought.,,,,,,2
L89184,L89185,u4089,m272,WHISTLER,"Consider it a parting gift. Vampire mace -- silver nitrate, essence of garlic.",u4086,KAREN,So that's it? You guys just patch me up and send me on my way?,,,,,,2
L355463,L355464,u6363,m424,BUTTERFIELD,So tell me where Nix is buried.,u6375,VALENTIN,I don't know.,,,,,,2
L183980,L183981,u5046,m334,ALMÁSY,"I looked at them.  They're shrubs, small trees.  Exquisite.  And fossilized, rock hard. He walks away to the nose of the plane.",u5057,MADOX,I was talking about the girl.,,,,,,2
L387311,L387312,u1916,m126,ANDERTON,No doubt the Precogs have already seen this.,u1918,BURGESS,No doubt.,,,,,,2
L352011,L352012,u6318,m422,TOM,"It's the mother of fuck-ups, stupid!",u6317,SOAP,"Well, excuse me, brother, mother or any other sucker, doesn't make any difference, they are still fucking guns, and they still fire fucking bullets!",,,,,,2
L182104,L182105,u4999,m332,JACK,"You think golden boy can handle it, Cap?",u4996,DUDLEY,I think you'll be surprised what Edmund's capable of.,,,,,,2
L335101,L335102,u6197,m414,DENHAM,Tell me Mr Ginting - are there any parts of your country where people still wear ... native costume?,u6202,MR GINTING,Native costume?,,,,,,2
L134754,L134755,u4535,m299,RANDAL,You know what else I noticed in Jedi?,u4525,DANTE,There's more?,,,,,,2
L355780,L355781,u1867,m123,AL,Maid? Relative?,u1885,RENEE,"No, one of us is always here to let the maid in. Nobody else has a key.",,,,,,2
L644548,L644549,u8819,m598,MOSS,What he went through in <u>Albania</u>...,u8810,BREAN,He's doped to the <u>Gills</u> ...,,,,,,2
L134615,L134616,u4535,m299,RANDAL,I'll bet the most frequent topic of arguments is Caitlin Bree.,u4525,DANTE,You win.,,,,,,2
L583808,L583809,u3247,m215,DR. MORGAN,"I'm sorry I can't tell you more about your father's death, Mr. Starks. Our own medical examiners determined only that he died from a blunt trauma to the head but that was right around the time the Alpine Grove's staff changed and I'm afraid we didn't have the best record system before then.",u3252,STARKS,"His body was found on January 1, 1993, but do you know if that was long after he had died?",,,,,,2
L472368,L472369,u7307,m493,ROMEO,Pink for flower.,u7305,MERCUTIO,Right.,,,,,,2
L452619,L452620,u7168,m481,ULLA,Min Bialystock.,u7158,BIALYSTOCK,Nice girl.,,,,,,2
L423130,L423131,u6906,m462,MAX,There's an understatement.  There are dead people on better form.,u6912,WILLIAM,But I wish to make it clear I've turned a corner and henceforward intend to be impressively happy.,,,,,,2
L438752,L438753,u7026,m469,RICHARD,That's my own theory based on a Mexican food called the burrito. I had it once when my parents took me to Disneyland.,u7025,PEGGY,I	know what a burrito is.,,,,,,2
L456480,L456481,u2542,m164,ROYER-COLLARD,"Charenton? The administrator there is quite well-loved, is he not?",u2533,DELBENÈ,I'm afraid so; he's an idealist. You'll have to be politic.,,,,,,2
L198217,L198218,u5142,m341,FATHER DYER,Lieutenant?,u5145,KINDERMAN,I came to say goodbye.,,,,,,2
L255069,L255070,u5652,m374,TOM,"Say, who runs this place?",u5627,CARETAKER,Government.,,,,,,2
L481167,L481168,u7389,m499,WALTER,-- it was a betrayal.,u7372,ANNIE,Yes.  But it wasn't really.  It was just...,,,,,,2
L474678,L474679,u2632,m171,STEVE,"I'm too old for it, Miss Wells... That's for little kids.",u2629,MARY,Don't be silly... Nobody's too old to learn.,,,,,,2
L621059,L621060,u3340,m221,MELINA,"Where's this ""reactor"" come from?",u3341,QUAID,Aliens built it.,,,,,,2
L422218,L422219,u2352,m151,CHIGURH,What airport would you use.,u2357,MAN,Huh? Airport or airstrip?,,,,,,2
L642,L643,u5,m0,KAT,I hate him.,u9,PATRICK,I know.  It'd have to be a pretty big deal to get you to mainline tequila. You don't seem like the type.,,,,,,2
L142689,L142690,u4602,m304,ELLIE,"Did I tell you we've expanded the search spectrum?  We're including several other possible magic frequencies -- not just the hydrogen line anymore.  I was trying to get inside their heads, y'know?  And I started thinking, what other constants are there in the Universe besides hydrogen, and then suddenly it was so obvious -- transcendantals, right?  So we've been trying variations of pi...",u4601,DRUMLIN,You know why I'm here.,,,,,,2
L239731,L239732,u1138,m75,DANA,"No, just that one word -- Zuul -- but I have no idea what it means.",u1152,VENKMAN,"Spengler,  see if you can find the word ""Zuul"" in any of the literature.  I'll take Miss Barrett home and check out her apartment.",,,,,,2
L452263,L452264,u7160,m481,BLOOM,"According to the backer's list you raised $60,000.  But the show you produced only cost fifty-eight thousand.  There's two thousand dollars unaccounted for.",u7158,BIALYSTOCK,"I went to a Turkish bath, who cares? The show was a flop.  What difference does it make?",,,,,,2
L164738,L164739,u4831,m322,MARY,"You see, I don't care if we are rich or poor -- I don't care if we're big or small, all I care about is Jabez. He was the first man I loved. He never used to care about money -- we were poor as Job's turkey, but none of us minded. Now I've seen him drive the poor from the door, and we used to be poor ourselves. I've seen him get hard and mean, and he isn't hard or mean. I've heard him mock at the church bells -- the bells that rang for our wedding. That's not like him, Mr. Webster -- It must be my fault somehow -- my fault.",u4839,WEBSTER,"Mary -- you've talked to me as you might have talked to your father and I believe he wants me to help you a little. You see, sometimes we think we're licked in this life -- but we weren't put here to be licked. Don't you believe it. Sometimes the shadows seem to get hold of us -- the shadows and the evil -- but it is still up to us to fight. Now I was thinking before you came, of coming over to Cross Corners end of the month, to get acquainted with my Godson -- and other things.",,,,,,2
L356780,L356781,u6378,m425,BOB,Not all that pasta.,u6384,LYDIA,Fine.,,,,,,2
L580673,L580674,u8197,m556,MULDER,A virus?,u8201,WELL-MANICURED MAN,"A simple, unstoppable lifeform. What is a virus but a colonizing force that cannot be defeated? Living in a cave, underground, until it mutates. And attacks.",,,,,,2
L602572,L602573,u8396,m569,JULIA,This is the first time I've seen him in years.  I didn't want him to think I was high-hatting him.,u8406,WYNANT,I don't like him.,,,,,,2
L182296,L182297,u5005,m332,PINKER,Exactly.  At least one of those animals had the brains to protect his ears.,u4991,BUD,It doesn't exactly play like dumb panic.,,,,,,2
L436028,L436029,u2449,m157,LEE,A long time ago...,u2452,MARION,Thirteen years...,,,,,,2
L478658,L478659,u7347,m496,STEVEN REIGN,"Detective Carter, you always seem to show up where you don't belong.",u7337,CARTER,"Lemme ask you something, Steven.  And I want the truth.  Is there any way I can date your daughter?  Just dinner and a movie, maybe go listen to some jazz...",,,,,,2
L495791,L495792,u7546,m510,ELLEN,I mean the armchair!,u7548,MARTIN,"Oh, that was upstairs.  A real antiquity!  I think it's great.",,,,,,2
L619381,L619382,u3324,m220,VIPER,"It's no disgrace, kid. That spin was hell. It would wreck anyone's confidence. You could be a good pilot again someday...",u3321,MAVERICK,You think I should quit?!,,,,,,2
L175900,L175901,u4941,m329,ED,"""Graverobbers From Outer Space""! It's <u>money in the bank</u>.",u4952,REYNOLDS,Graverobbers from <u>what</u>??,,,,,,2
L503416,L503417,u2723,m177,OLIVER,A free thinker.,u2711,BETTY,Everything's free there.,,,,,,2
L156824,L156825,u4770,m317,SARAH,We ran up against a platoon of soldiers. There were actually walking dead...in uniform...with guns.,u4763,JOHN,"Captain Rhodes and his Red Coat Bees. They could sting, sister. We know you came up against 'em. We been watchin' you since you landed. Couldn't help. I'm sorry for that. We ain't supposed to be outside. If we was spotted it could....well, it could be the end of everything.",,,,,,2
L628006,L628007,u8631,m586,ALABAMA,At the movies?,u8633,CLARENCE,"Uh-huh, I was tryin' to think of somethin' to say to you, then I thought, she doesn't want me bothering her.",,,,,,2
L643730,L643731,u8819,m598,MOSS,"Do it later...  Okay,  now, ""The Little Girl,"" who is she, what is she doing?  She is....she's ...Okay, okay, it's an Albanian village... She is the victim of, she has been <u>relocated</u>, to, to, for the <u>terrorists</u>, the Government Labs...the, the... a <u>staging</u> area for their Atomic workshop.  They're torturing her family, because they have connections in Canada, which would permit the terrorists access to the American Border.",u8814,GRACE,Better.,,,,,,2
L82447,L82448,u4034,m267,TINY WOMAN,Captain Mertin?,u4033,MERTIN,"What want ye, girl child?",,,,,,2
L226412,L226413,u5420,m360,NANCY,Are they grown-ups?,u5421,PAULA,That's debatable.,,,,,,2
L144952,L144953,u4631,m306,M.J.,Give me Ruben back...,u4635,QUINN,Nikko?,,,,,,2
L483211,L483212,u7423,m502,MILLER,"What do they know?  I had nine, but I feel through the ice when I was seven, my brother pulled me out.  Then I used one when a grenade landed in my foxhole in Sicily, it was a dud.  I figure one on the beaches, one on the cliffs and two getting here.",u7428,UPHAM,That only leaves three.,,,,,,2
L559217,L559218,u8020,m543,LEX,This wasn't in the plan.,u8019,LENNY,"I think he has his own plan, Uncle Lex.",,,,,,2
L646865,L646866,u3441,m227,DR. HEFNER,Ms. Langenkamp.  I'm afraid there are no evening visiting hours in Intensive Care.,u3443,HEATHER,Is he all right?,,,,,,2
L14191,L14192,u3555,m234,MARTHA,Do you believe she really saw them?,u3549,AGNES,"No, but I can never tell her that.",,,,,,2
L355331,L355332,u6361,m424,BILLY,I hear Mrs. Swann's quite a babe.,u6367,HARRY,You heard right.,,,,,,2
L273141,L273142,u5805,m384,PAULINE,I'm sure they'll notice things missing.,u5804,JULIET,They'll blame the bloody housekeeper. She nicks stuff all the times!,,,,,,2
L127586,L127587,u4435,m294,KENNY,There's going to be very few virgins left in school on Monday. It could be really dangerous for them if the killer isn't caught.,u4446,SHARON,I guess so. Luckily we won't have that problem.,,,,,,2
L31911,L31912,u274,m17,DAVID,Werewolves simply do not exist.,u269,ALEX,"David, do you want me to stay here tonight?",,,,,,2
L662904,L662905,u8968,m611,ELEKTRA,I dont know what youre talking about!,u8965,BOND,I think you do.,,,,,,2
L501641,L501642,u7594,m513,JILL,George? Was he alone?,u7603,POPE,I don't think so.,,,,,,2
L598881,L598882,u8345,m566,HENRYK,"Mama, that was a great dinner.",u8355,SZPILMAN,It certainly was.,,,,,,2
L291338,L291339,u5923,m391,PRICE,They weren't loaded when I put them in there!,u5919,EVELYN,"Funky little house, ain't it?  Friends, your hostess is now going to retire for what's left of the night. If you need me, I'll be in the bedroom upstairs -- but try and fight that need: the door'll be locked, I'll be trying to sleep, and if anyone so much as breathes in the keyhole, I'm gonna empty this thing into their fucking head. Thank you all for the bestest birthday a girl could have.",,,,,,2
L141164,L141165,u724,m45,SUITS,In over your head?,u713,JAKE,Pretty much.,,,,,,2
L202709,L202710,u5200,m344,JACK,I guess...some of them are probably faking.,u5201,KATE,"God, sometimes I think it would be so nice not to have to stretch ground beef or maybe drive a car with a CD player...",,,,,,2
