line1_id,line2_id,char1_id,movie_id,char1_name,line1_text,char2_id,char2_name,line2_text,movie_title,movie_year,imdb_rating,imdb_votes,genres,persona_cluster
L237307,L237308,u1094,m72,ENID,"Of course you should. C'mon, I'm already a million hours late.",u1108,SEYMOUR,...I better not...,,,,,,0
L348455,L348456,u1827,m120,RAY,"You can starve to death for all I care. Now shut up, the game's about to start.",u1811,CLAUDE,"Hey, man, is Babe Ruth in the lineup today?",,,,,,0
L97406,L97407,u574,m36,JEFFREY,You called me Jeffrey.,u571,DOROTHY,I did. Are you?,,,,,,0
L52727,L52728,u3791,m250,BAIN,"If you think you can take me, quit fucking bullshitting and try it.",u3798,RATH,"All right, Bain.  Pay attention, because this is where everything changes.",,,,,,0
L284465,L284466,u1356,m90,BRUCE,I waited and waited and then I had an idea and wired Albany to send me a hundred dollars so I could get out on bail...  I don't know what they'll think -- they sent it to the police station!,u1364,HILDY,We'll explain the whole thing to them.,,,,,,0
L103273,L103274,u601,m38,BOB,What are you doing?,u603,DIGNAN,I'm putting a piece of tape on my nose.,,,,,,0
L415088,L415089,u6873,m459,SHOCK,<i>                      Jack said we should work together.</i>,u6868,BARREL,<i>                      Three of a kind...</i>,,,,,,0
L464424,L464425,u2603,m169,RUDY,"You said Merry Christmas, Rudy.",u2595,ASHLEY,"I... you told me your name was Rudy. You told me a million times, back in the truck, telling me you weren't Nick --",,,,,,0
L303489,L303490,u1475,m100,JOE,You were the one who was always suspicious of her!,u1469,AL,I was wrong. She tried to help us get away.,,,,,,0
L470634,L470635,u7264,m491,ADRIAN,Is everything all right?,u7283,ROCKY,I gotta go out for a while.,,,,,,0
L444957,L444958,u2487,m161,CONROY,"What do I care about your mother- in-law! You're still working for this paper, aren't you! Or are you?",u2495,STEW,"Yes, sir.",,,,,,0
L434338,L434339,u6980,m467,FOLEY,You know how I felt about her.,u6975,BUDDY,Did you give her a jump?  If you did I might begin to understand where your head's at.,,,,,,0
L141494,L141495,u713,m45,JAKE,"Hey, we fucked once, honey. That hardly makes you a good judge of character. And don't think I didn't know you were working some angle with that either.",u715,LILY,"Everyone's working an angle, right?",,,,,,0
L48451,L48452,u3753,m247,KURTZ,"You came up my river -- in that small boat. So simple. I always thought the final justice would come from the sky, like we did.  You are the final justice, aren't you?",u3763,WILLARD,"What do you mean, Colonel?",,,,,,0
L173062,L173063,u4907,m327,JESSICA,HARRY? Are you okay?,u4906,HARRY,Are you kidding? I couldn't be more okay.,,,,,,0
L322487,L322488,u6103,m404,SEAN,Take it up!,u6096,KELLY,SEAN!,,,,,,0
L428081,L428082,u6921,m463,MCMURPHY,"Yes, sir, I sure am gonna enjoy my stay here.",u6922,MISS PILBOW,I'm sure you will.,,,,,,0
L659190,L659191,u8945,m609,RACHEL,But... You may not be well enough.,u8938,BOOK,I'll drink some more of Stoltzfus' tea.,,,,,,0
L659767,L659768,u8950,m610,DOROTHY,"Oh, goodness!  How did you ever get like this?",u8960,TIN MAN,"Oh -- well, about a year ago -- I was chopping that tree -- minding my own business -- when suddenly it started to rain....",,,,,,0
L361955,L361956,u6440,m428,MARY,You want her right now?,u6435,JIMMY,Yes. Now. Find her. She's somewhere in the building --,,,,,,0
L261960,L261961,u5749,m380,LEE,Want some coffee or tea?,u5744,FREDERICK,"No, thank you.",,,,,,0
L560817,L560818,u8034,m544,LUTHOR,Maybe I should get help.,u8038,SUPERMAN,"It wouldn't hurt. You can't go on living in fantasies. Did you really think you could get hold of a nuclear bomb? And drop it?  Why, our Strategic Defense boys would have  --",,,,,,0
L258810,L258811,u5682,m376,ROBERT,How are you feeling about work?,u5674,ANNIE,Let's not talk about that now.,,,,,,0
L556034,L556035,u7970,m540,ETHAN,I don't want your help.,u7978,SELENA,Come back to my house. My car's outside.,,,,,,0
L535899,L535900,u2958,m194,KIRK,You're upset about losing the whales.,u2957,GILLIAN,... You're very perceptive.,,,,,,0
L475835,L475836,u7328,m495,EARL,We're out of here.,u7330,JESSE,Right behind you.,,,,,,0
L396471,L396472,u6701,m446,PONSONBY,You will await your orders like everyone else.  Unless you prefer a repeat of yesterday's little excitement.,u6696,BROWN,No.,,,,,,0
L496701,L496702,u2670,m174,FRANCES,She was just asking about you - Whether it was nice to work for you or not.,u2682,MRS. REDI,And that was all?,,,,,,0
L471325,L471326,u7294,m492,ROGER RABBIT,"Gee, Eddie, you're not gonna go, are ya?  Maroon'll be layin' for ya at nine o'clock.",u7295,VALIANT,That's why I'll be there at 8:45.,,,,,,0
L151287,L151288,u4734,m314,MARK,"What, you got a date or somethin'?",u4729,FRIDA,Since when do you care?,,,,,,0
L393513,L393514,u2147,m139,SAUNDERS,I also answer to whistles.,u2138,JEFFERSON,"You--you've *got* a first name, haven't you?",,,,,,0
L366818,L366819,u1989,m129,JORGE,"[I don't know, I swear.]",u1983,CREASY,[I believe you.],,,,,,0
L396023,L396024,u2162,m140,CEDAR,"Okay, then. Go to it.  And, Charlie",u2180,VOICE,Yeah?,,,,,,0
L157771,L157772,u4779,m318,GLORIA,No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.,u4776,CHARLIE,But...,,,,,,0
L461081,L461082,u2574,m167,JEFF,Didn't I tell you! Didn't I tell you it was the next place to watch?,u2573,GUNNISON,You did.,,,,,,0
L233410,L233411,u1079,m70,LEO,I'm up twelve grand today.,u1071,CHILI,From when? You left Vegas with four- fifty?,,,,,,0
L145804,L145805,u4646,m308,LETTY,"It's just I've got those parent conferences, and I'm supposed to set up the math program by next week. And shopping for Ruth's dress and that, that engagement dinner.",u4651,PAUL,You can get out of the dinner.,,,,,,0
L236087,L236088,u1089,m71,MURPHY,You've been out for about a day.,u1088,GREER,Say what?,,,,,,0
L507460,L507461,u2784,m181,VIKTOR,"You understand you'll have to come back to my place to keep them off the, er...  ... scent.",u2769,FAITH,Of course.,,,,,,0
L152278,L152279,u739,m47,BOMB #20,I am always receptive to suggestions.,u740,DOOLITTLE,"Fine. Think about this one, then: how do you know you exist?",,,,,,0
L245816,L245817,u5538,m369,FREDO,"It wasn't the way I wanted it!  I can handle things.  I'm not dumb Christ, not like everyone says. I'm smart; and I want respect.",u5545,MICHAEL,There's nothing more you can tell me about this investigation?,,,,,,0
L451266,L451267,u7142,m479,VIVIAN,"Come on, Barney, you and me live in the real world.  You don't know how to treat a girl like anything but a lady, Mr. Thomas.",u7139,MR. THOMAS,"Certain ladies make that very easy... Vivian.  John, call a limousine for our guest, please.  Have it take her anywhere she wishes to go.  Bill the hotel.  See you again sometime soon.",,,,,,0
L428583,L428584,u6921,m463,MCMURPHY,"Just fine, Doc... In fact, I think I might've put on a couple of pounds since I got here.",u6930,SPIVEY,"Good, good, and how are you getting along on the ward?",,,,,,0
L639273,L639274,u8761,m594,JUDY,What are you going to do?,u8767,SCOTTIE,Look at the scene of the crime. Go on in.,,,,,,0
L151195,L151196,u4732,m314,JENNIFER,"How about I give you a make-over? You'll feel better about yourself. You're actually pretty, you're just not bringing it out.",u4729,FRIDA,You're just saying that.,,,,,,0
L119311,L119312,u664,m42,ILSA,"I can't fight it anymore. I ran away from you once. I can't do it again. Oh, I don't know what's right any longer. You'll have to think for both of us, for all of us.",u667,RICK,"All right, I will. Here's looking at you, kid.",,,,,,0
L3628,L3629,u58,m3,MILLER,Well.. Did you have a pleaant flight?,u55,FLOYD,"Yes, very pleasant.",,,,,,0
L644690,L644691,u8810,m598,BREAN,"No, I don't think you can <u>do</u> that.",u8819,MOSS,Watch me.,,,,,,0
L155500,L155501,u4751,m316,BOB,You're lint!  You're a flea!  You're a blip!,u4752,DAVE,"Well, maybe I am.  But you're fired.",,,,,,0
L14046,L14047,u3555,m234,MARTHA,How do you survive?,u3558,SISTER ANNE,"Oh, we own the land around here. But we rent it out. We keep a few acres for ourselves,  some wheat, corn, some vegetables.",,,,,,0
L245871,L245872,u5545,m369,MICHAEL,"If that's what it takes; then yes, I will.",u5541,KAY,"At this moment, I feel no love for you at all.  I never thought that could happen, but it has.",,,,,,0
L118968,L118969,u663,m42,FERRARI,No hurry. I'll have it sent over. Have a drink with me.,u667,RICK,"I never drink in the morning. And every time you send my shipment over, it's always just a little bit short.",,,,,,0
L465795,L465796,u2609,m170,EDDIE,I'll call somebody.,u2618,MR. WHITE,Who?,,,,,,0
L270035,L270036,u1272,m84,HAROLD,I have a sore throat.,u1274,MRS. CHASEN,"Well, I want you to go to bed directly after dinner. You know how susceptible you are to colds. Harold has always been a delicate child. Even as a baby he seemed to be abnormally prone to illness - Harold, dear, eat up your beets...",,,,,,0
L483980,L483981,u7437,m503,DIANE,Goodnight.,u7440,JIM,Goodnight.,,,,,,0
L470086,L470087,u7276,m491,MARIE,"Ya hope I don't keep acting like a whore or I'll turn into one, right?",u7283,ROCKY,"Ya, somethin' like that.",,,,,,0
L586103,L586104,u8243,m560,FIRST WAITER,"Look, you want cheese, go someplace else.",u8240,DANNY,"But it's stupid, right? You admit it's stupid.",,,,,,0
L633322,L633323,u8683,m589,BOBBY,"Look, Harlin, I've got places to be.",u8685,DARRELL,Darrell--,,,,,,0
L63515,L63516,u447,m27,MANTAN,You leave something out?,u452,SLOAN,"After my internship expired, Dela was impressed and offered me a position as his assistant.",,,,,,0
L119324,L119325,u667,m42,RICK,I want you to turn out the light in the rear entrance. It might attract the police.,u660,CARL,But Sacha always puts out that light --,,,,,,0
L575532,L575533,u8149,m553,DORIS,"Come on, get ready. It's important.",u8150,ED,"Nah, go ahead. I'm not big on parties.",,,,,,0
L35539,L35540,u286,m18,CLARK,We've been waiting fifteen minutes,u288,DICKSON,"You know what you can do with that! Come on, take a look at this! You'll see a demonstration of faith that's worth more than all the collateral in the world.",,,,,,0
L409319,L409320,u6829,m455,JOSIE,You keep asking me why I'm here.,u6822,DUFF,"Yeah, and you keep not answerin', too.",,,,,,0
L543071,L543072,u3050,m199,STAR MAN,I like this music.,u3043,JENNY,I've noticed... Do you understand what they're saying?,,,,,,0
L332243,L332244,u6166,m411,HAMMOND,"I think perhaps I'll just sit down.  I don't suppose you think all that much of me now, do you?",u6169,MALCOLM,"You're all right, John You're okay.  It's just you don't have intelligence.  You have ""thinktelligence.""  You think narrowly and call it ""being focused.""  You don't see the consequences.  You're very good at solving problems, at getting answers - - but you just don't know the right questions.",,,,,,0
L314165,L314166,u1598,m105,ORDELL,You get used to it after a while. Now tell me where my money's at.,u1595,MAX,My office.,,,,,,0
L295812,L295813,u1413,m94,BERT,We'll be there.,u1418,FINDLEY,"Good, good.",,,,,,0
L527315,L527316,u7806,m528,BETH,What?...  Wait.  Don't... why are you --,u7811,NORMAN,Beth.,,,,,,0
L299401,L299402,u1457,m98,INDY,"Except he's lost, and I'm not.",u1455,ELSA,Lower me down.,,,,,,0
L633065,L633066,u8675,m588,JAKE,"This morning when I came in on you and Grace, you swore you hadn't so much as been near the bedroom.  Now you make straight for it.",u8677,JOHN,"Come on, Jake--",,,,,,0
L36715,L36716,u331,m20,COURTNEY,Stop it. I'm...,u327,BATEMAN,On a lot of lithium?,,,,,,0
L44700,L44701,u3704,m244,GINA,"Jesus, Sally.  I'm not the enemy.",u3713,SALLY,And you're not the wife.,,,,,,0
L567350,L567351,u8072,m547,JOHN,Can I stop by my house?,u8077,TERMINATOR,Negative.  The T-1000 will definitely try to reacquire you there.,,,,,,0
L34379,L34380,u3644,m240,KEVIN,You're gonna shit your pants!,u3639,FINCH,Charming.,,,,,,0
L334564,L334565,u1678,m111,BLACK NURSE,Have you ever had anal intercourse?,u1691,RUBY,Yes.,,,,,,0
L8450,L8451,u124,m8,ALICE'S DAD,You sure you don't want a ride to work?,u123,ALICE,It's just across the park.,,,,,,0
L406222,L406223,u2239,m144,JOSEPHINE,Promise me.,u2244,NAPOLEON,I will never forgive you.,,,,,,0
L618849,L618850,u3311,m220,CHARLIE,Now I know why all the girls come here. They know how horny you guys get. But this...is ridiculous.,u3321,MAVERICK,It's not that.,,,,,,0
L535704,L535705,u2967,m194,SPOCK,"Your use of language has altered since our arrival. It is currently laced with -- shall I say -- more colorful metaphors: ""Double dumb ass on you"" -- and so forth...",u2958,KIRK,You mean profanity. That's simply the way they talk here. Nobody pays any attention to you if you don't swear every other word. You'll find it in all the literature of the period.,,,,,,0
L108481,L108482,u613,m39,BOURNE,Sit. Can you...  [The chair. Have the chair.],u616,IRENA,I speak English.,,,,,,0
L147760,L147761,u4681,m310,JEN,I'm tired now.,u4680,GOVERNESS,"Go to bed then.  Miss has grown up, and is getting married soon.  God knows what the future will bring.",,,,,,0
L655453,L655454,u8912,m606,KELLY,I'm running away.,u8916,SAM,You think that's wise?,,,,,,0
L213238,L213239,u5262,m348,JACK,What did you say... ?,u5265,MARLA,What is wrong with you?,,,,,,0
L657580,L657581,u8933,m608,RAZIEL,Who are you!  Who are you!,u8937,WILLOW,I'm Willow Ufgood.  I'm here to find Fin Raziel.,,,,,,0
L119374,L119375,u666,m42,RENAULT,"Ricky, I'm going to miss you. Apparently you're the only one in Casablanca who has even less scruples than I.",u667,RICK,"Oh, thanks.",,,,,,0
L217757,L217758,u5313,m352,PARRY,"Well, I think you should be realistic. Ya can't start an ad agency on fifty dollars!",u5310,JACK,What are you doing?  Give that back!,,,,,,0
L430095,L430096,u6944,m464,KATE,What about your job?,u6940,FAITH,I have vacation time coming to me.,,,,,,0
L306972,L306973,u1519,m102,MARYLIN,May I come in?,u1520,MILES,"I don't know. Maybe I should grab my mace. I'm a civil attorney. I have little experience with ""the criminal mind.""",,,,,,0
L290699,L290700,u1388,m92,BABY,"Come on, bro. Let's go.",u1391,CASHIER,"Hey, wait take this.",,,,,,0
L485871,L485872,u7452,m504,EMILIE,"It's not a charade, all this?",u7460,SCHINDLER,A charade?  How could it be a charade?,,,,,,0
L514322,L514323,u7682,m519,PAUL,"I was about to get run over by a car, and your nephew pulled me back. He saved my life.  I sensed he was in trouble, so I offered to put him up for a few days. Maybe I should have pressed him a little more, I don't know. I feel pretty stupid about it now.",u7677,AUNT EM,"He's in trouble, all right. But I don't have any idea what it is.",,,,,,0
L86542,L86543,u511,m32,LAZARUS,This ain't got nothin' to do with that woman. Just don't want nobody around me now.,u514,R.L.,Somethin' wrong with ya phone? Been callin' the last few days.,,,,,,0
L41460,L41461,u3673,m242,SOPHIE,"Oh, heavens I must say... no, no actually, I can't - Tatiana has refused to see any more girls.",u3675,VLADIMIR,Perhaps you could convince her?,,,,,,0
L448721,L448722,u7116,m476,SUSAN,I called you a taxi.,u7111,JAMES,Very thoughtful.,,,,,,0
L628397,L628398,u8633,m586,CLARENCE,"I been in America all my life. I'm due for a change. I wanna see what TV in other countries is like. Besides, it's more dramatic. Where should we fly off to, my little turtledove?",u8631,ALABAMA,Cancoon.,,,,,,0
L356612,L356613,u6379,m425,CHARLOTTE,Not really. How long are you here for?,u6378,BOB,I'm here for the week.,,,,,,0
L101827,L101828,u592,m37,MURPHY,Nervous?,u585,CONNOR,A bit.,,,,,,0
L329556,L329557,u1657,m109,GERTA,"No, I mean in your pregnancy.",u1660,JUNO,"Oh. Uh, my stepmom took me to the doctor yesterday and they said I was twelve weeks.",,,,,,0
L249912,L249913,u5615,m373,SEAN,"I was thinking about what you said to me the other day, about my painting. I stayed up half the night thinking about it and then something occured to me and I fell into a deep peaceful sleep and haven't thought about you since. You know what occurred to me?",u5621,WILL,No.,,,,,,0
L445350,L445351,u2495,m161,STEW,Think of the fun we can have - we'll sneak down the back stairs and get in the valet's Ford. How's that?,u2485,ANNE,"Will you stop being silly, Stewart?",,,,,,0
L10384,L10385,u3520,m232,BUD,"Okay, I'm gonna free-swim to hatch six... get inside, get the door open from the other side.",u3525,LINDSEY,"Bud, that water's only a couple degrees above freezing.",,,,,,0
L488642,L488643,u7497,m506,SIDNEY,"Yes, hi I'm Laura, I'm a trained counselor. How can I help you.",u7501,WOMAN,Laura I think I just killed somebody.,,,,,,0
L334655,L334656,u1691,m111,RUBY,I'm coming.,u1685,JENNIE,No. I just gotta go find him.,,,,,,0
L651424,L651425,u3464,m228,PHIL,"Fandango, Junior.  I'm gonna do some limbo baby!!",u3466,ROBIN,No way Phil.  Not like this.,,,,,,0
L45100,L45101,u354,m21,MILO,Talk about work? Never!,u349,GARY,I meant did you find other stuff to --,,,,,,0
L128792,L128793,u4462,m295,PAPPAS,Mind if you tell me what's goin' on?,u4451,BRYNNER,"I'm Colonel Brynner, U.S. Special Operations Com-...",,,,,,0
L589106,L589107,u3172,m208,MITCH,You look a little shaken.,u3171,MELANIE,"I... I am.  Mitch, is... Mitch, this isn't usual, is it? The gull yesterday when I was in the boat, and the one last night at Annie's, and now...",,,,,,0
L503432,L503433,u2712,m177,BRAD,I don't want to get up there.,u2716,JANET,"We've got to, Brad, everyone's watching.",,,,,,0
L634613,L634614,u8700,m590,JEREMY,I'll help you.,u8697,DAVID,There's nothing to do.,,,,,,0
L226752,L226753,u5433,m361,STEVEN,I'm here.,u5427,DIANA,I'm scared.  I'm very scared.,,,,,,0
L648450,L648451,u8859,m601,CLAIRE,"Me?  No.  Well, in the accident I was injured, but...",u8860,DR. DRAYTON,You were in an accident?,,,,,,0
L454493,L454494,u7180,m482,SAM,"I've been doing all the talking so far, haven't I?",u7177,NORMAN,Yes.,,,,,,0
L434009,L434010,u6980,m467,FOLEY,And the guy sent you a bill for this?,u6991,RIPLEY,It works.  You should try it sometime.,,,,,,0
L239364,L239365,u1120,m74,DANA,What do you want with my baby?,u1125,JANOSZ,"No harm will come to the child.  You might even say it's a privilege.  He will be the vessel for the spirit of Vigo.  And you -- well, you will be the mother of the ruler of the world.  Doesn't that sound nice?",,,,,,0
L449530,L449531,u7123,m477,UTAH,I say we call it in.  Get some backup.  But you gotta do it.  Harp won't listen to me.,u7121,PAPPAS,"Sure.  No problem.  I'll just call up and tell him his favorite agent saw this one surfer moon another surfer yesterday and it looked real suspicious.  Shit, he'll probably call out the National Guard.",,,,,,0
L123824,L123825,u4392,m291,KLINGER,Got your badge?,u4398,THEO,"Satisfied, Wiseass?",,,,,,0
L249205,L249206,u5599,m372,ROBIN,I hate to do dishes.,u5591,HENRY,"Hey, come on. I gotta meet somebody.",,,,,,0
L329445,L329446,u1660,m109,JUNO,"I'm staying pregnant, Le.",u1661,LEAH,"Keep your voice down dude, my mom's around here somewhere. She doesn't know we're sexually active.",,,,,,0
L445737,L445738,u7078,m474,CHRIS,"No, thanks...",u7083,KING,"Go on, whatcha gotta lose, yo' here now...",,,,,,0
L537038,L537039,u2976,m195,GALLATIN,"It doesn't matter where he is. As soon as he realizes something is happening, he'll override my commands with one word at his com- link...",u2980,PICARD,What if he doesn't realize something's happening...  Can you get me to a transmitter? I have to speak with Worf and Data on the surface... we'll need their help...,,,,,,0
L482345,L482346,u7410,m501,DANNY,"Look, I can't help you with Quincey if that's what you're after.",u7409,COLETTE,This has nothing to do with him.,,,,,,0
L291246,L291247,u5918,m391,EDDIE,"Start with the name you were born with, and we'll work forward from there.",u5925,SARA,"I told you already: Jennifer Jenzen, Executive V.P. of --",,,,,,0
L279117,L279118,u1323,m88,ROB,Good weekend?,u1317,DICK,"Yeah, OK.  I found the first Licorice Comfits album at Vintage Vinyl.  The one on Testament of Youth.  Never released here.  Japanese import only.",,,,,,0
L585491,L585492,u8218,m558,MARTINS,I said you win.,u8213,CALLOWAY,Win what?,,,,,,0
L565004,L565005,u8046,m545,NICOLE,"He couldn't look at me.  But I looked at him.  Right at him.  His secret was mine now.  We used to share it.  But not anymore.  Now, I owned it completely.",u8049,SAM,"Well, okay.  I'll take you about nine-thirty in the morning.  That's okay with you?",,,,,,0
L267921,L267922,u1244,m82,PENELOPE,You leave me so--so without-- without dignity.,u1240,HAROLD,People now have dignity when frying eggs?,,,,,,0
L43517,L43518,u3699,m243,TONY,"We just need about six weeks, in about six weeks we could cut a whole album.",u3686,ANNIE,"I don't know, this is strange to me, you know.",,,,,,0
L665210,L665211,u8994,m613,PETRA,We're getting out of this place. We've done enough.,u9000,XANDER,"Wait a minute, whoa. We can't go now. What's Yorgi got planned with that nerve agent?",,,,,,0
L572499,L572500,u8103,m550,CHRISTINE,We hang down here and drop.  The garbage'll break our fall.,u8114,NICHOLAS,I think not.,,,,,,0
L524402,L524403,u7769,m525,SATAN,"I am Satan. I am your God, now.",u7760,KENNY,MPH RM!!!,,,,,,0
L68643,L68644,u3908,m258,STELLA,I've seen you before. I like your paintings a lot. Your hair was different.,u3891,BASQUIAT,You like your dad's paintings?,,,,,,0
L410894,L410895,u6845,m457,CASE,Ready?,u6849,MAELCOM,"I an' I, Case. Jah guides us.",,,,,,0
L659117,L659118,u8945,m609,RACHEL,Vain. Proud. Such a person is Hochmutsnarr. He is not plain.,u8938,BOOK,Anything against zippers?,,,,,,0
L117435,L117436,u4330,m288,UMPIRE,I didn't spit on you!,u4317,CRASH,"You're in the wrong business, Jack--you're Sears-Roebuck material!",,,,,,0
L617021,L617022,u8487,m576,JOSEPHINE,"Well he's handsome and he's Charming.  He's all right.  For Now.  Don't say it, I know, I'm Rotten.  I can't help it.  I've Tried to be good but it's too Boring.",u8498,WYATT,The way you talk.  Never heard a Woman talk like that.,,,,,,0
L308192,L308193,u6026,m400,TYRELL,"Worse comes to worse, you can stand there and watch me.",u6020,KARLA,"Come on, I'll take a break and we'll all dance.",,,,,,0
L362096,L362097,u6442,m428,PAULA,Are you ok?,u6435,JIMMY,Fuck no.,,,,,,0
L430443,L430444,u6934,m464,BARTENDER,Your mother.,u6944,KATE,Of course not.,,,,,,0
L398572,L398573,u6712,m447,NICK,So how do I start?,u6709,DIFFORD,The game will guide you.,,,,,,0
L127745,L127746,u4459,m295,LONG,"...me, if I thought there was any real danger, I-I wouldn't go forward.",u4459,LONG,You have my word on that.,,,,,,0
L31106,L31107,u261,m16,SCHIKANEDER,"Look, you little clown, do you know how many people I've hired for you? Do you know how many people are waiting?",u247,CONSTANZE,Leave him alone!,,,,,,0
L480144,L480145,u7366,m498,IKE,So am I.,u7367,MAGGIE,"So, we'll...",,,,,,0
L345709,L345710,u1785,m118,JACK,They tricked you.,u1788,LILI,My own father...,,,,,,0
L266316,L266317,u5773,m381,VERGER,ARE YOU <u>DONE</u>?,u5765,LECHTER,<u>Yes</u>.,,,,,,0
L244261,L244262,u5527,m368,ROMA,Fuck insured.  You owe me a car.,u5523,BAYLEN,Please don't leave.  I'm going to talk to you.  What's your name?,,,,,,0
L500159,L500160,u7574,m512,ALEX,Can you afford this place?,u7579,HUGO,Yeah.,,,,,,0
L462012,L462013,u2583,m168,FATHER,"Hold it, Jim.",u2585,JIM,You can't protect me.,,,,,,0
L149997,L149998,u4704,m312,ANNETTE,"Wait, don't hang up.",u4717,SEBASTIAN,Okay?,,,,,,0
L547849,L547850,u7856,m532,ANN,Everyday things...yes.,u7869,JOE,"For example, he's just come back from a <u>fire</u> and he...um...  That's a fine house.  You look at that, and you know, there's nice people that live there.",,,,,,0
L233823,L233824,u1068,m70,BEAR,I think I pulled my quadriceps.,u1071,CHILI,So... how many movies you been in?,,,,,,0
L168701,L168702,u781,m50,DR. THURMAN,Frank... instructed you... to get out of bed... just before this happened.,u779,DONNIE,He said to follow him.,,,,,,0
L652610,L652611,u8902,m605,TED,I have a bit of a goosebump fetish. Not many people know that.,u8899,JULIE,I figured you for more of a hairy armpit guy.,,,,,,0
L536034,L536035,u2957,m194,GILLIAN,Have I flipped out? ... Is any of this real?,u2958,KIRK,It's all real. Look.  The storage tanks for the whales.,,,,,,0
